Unnamed:_0,Wedding_Type,Place,Cost_of_Type,Clothes_Bride,Clothes_Groom,Photography,Decor,Decor_Category,Entertainment,Entertainment_Category,Giftsper_piece,Gifts_Category,Invitations_Cards,Cards_Category
3299,4,10,6351407,209528,70171,280761,556020,1,490957,0,3353,1,592,0
3300,6,10,552032,96289,345082,240487,171894,3,465902,0,3899,1,498,1
3301,1,15,3584964,62538,44768,77917,524006,1,340445,0,4935,2,424,1
3302,4,1,5365458,177091,120195,164861,100997,3,469688,0,1300,3,167,1
3303,7,3,5958848,588433,358303,99300,202891,0,359780,0,2547,1,601,0
3304,1,12,2514671,56623,32845,35102,573503,1,136448,3,1320,3,800,2
3305,4,4,5494489,242427,118201,39672,260427,0,94727,2,3514,1,890,2
3306,7,10,5759890,839388,260527,40645,183943,3,403577,0,1592,3,548,0
3307,6,14,620831,84643,244980,101731,139822,3,397972,0,4234,2,603,0
3308,7,16,6304082,457488,428599,207132,327256,0,495328,0,3365,1,979,2
3309,1,7,1584017,77903,49428,220652,404536,1,316442,0,2080,1,218,1
3310,8,8,2423335,93992,97773,166189,126506,3,454930,0,3511,1,543,0
3311,6,13,718412,57359,443455,107150,579073,1,127540,3,2246,1,307,1
3312,8,6,3347101,83681,45112,100483,429436,1,319545,0,3013,1,298,1
3313,1,4,2604285,72980,48478,162479,566829,1,267319,0,1485,3,742,0
3314,6,14,643105,98717,523131,237802,481678,1,262372,0,4312,2,302,1
3315,6,18,329259,95568,120116,63252,406395,1,32310,2,3866,1,358,1
3316,4,8,6823704,186042,75036,28463,493512,1,191828,3,2389,1,791,0
3317,5,14,9682321,240906,175428,151518,508943,1,91925,2,2675,1,585,0
3318,4,19,7621895,210897,138139,228145,393786,0,26836,1,3715,1,824,2
3319,6,12,621585,53120,378272,32503,529353,1,30860,2,2329,1,692,0
3320,1,18,3354531,68498,45842,101218,221992,0,347091,0,697,0,429,1
3321,5,17,8970429,516536,255347,163760,412047,1,398032,0,678,0,158,1
3322,4,8,6193725,126223,115347,190676,452067,1,206924,3,4965,2,563,0
3323,0,10,5555113,613723,308684,132375,295188,0,359790,0,3164,1,95,3
3324,5,6,6265918,746369,424729,166377,382573,0,394852,0,747,0,977,2
3325,2,4,79743,29969,10339,203798,299440,0,418644,0,3543,1,585,0
3326,5,15,10892066,820918,500833,281934,519883,1,20688,1,3181,1,875,2
3327,0,15,5629432,629450,137704,197509,240504,0,228170,3,3967,1,612,0
3328,6,12,611511,52814,317382,130699,560390,1,499553,0,1268,3,128,1
3329,6,12,720463,81791,405518,162687,228239,0,106955,3,924,0,140,1
3330,0,14,4224290,655542,193467,280146,81485,3,346366,0,3761,1,634,0
3331,7,2,5448222,273307,169941,120532,393012,0,434421,0,1958,3,640,0
3332,4,3,5101916,125227,74012,65548,390930,0,384165,0,4014,2,923,2
3333,1,14,1712899,91532,42409,75661,279566,0,287229,0,2484,1,844,2
3334,0,9,3287770,517070,297577,217135,167992,3,438977,0,1100,3,329,1
3335,5,11,9377208,918070,110900,137390,503882,1,107566,3,2252,1,845,2
3336,3,17,3317919,106531,29943,129484,119350,3,60785,2,754,0,962,2
3337,6,7,738967,61775,240024,180833,369832,0,158831,3,1870,3,688,0
3338,1,0,1584674,67418,94384,204979,298521,0,412413,0,519,0,207,1
3339,2,6,60720,19865,9625,44067,52642,2,74707,2,552,0,874,2
3340,2,17,85936,18608,7896,255706,347385,0,101593,3,4148,2,267,1
3341,5,11,6075341,440692,365762,274149,220250,0,150600,3,4510,2,678,0
3342,1,8,3149001,83289,35190,63156,133249,3,295032,0,3428,1,575,0
3343,4,17,6120382,174091,119021,107392,301172,0,229884,3,3105,1,223,1
3344,7,11,7077365,755222,588722,173770,391928,0,134561,3,1428,3,89,3
3347,8,17,2660568,180741,59094,140766,302338,0,447451,0,4450,2,98,3
3348,6,7,631290,78422,475552,282382,517567,1,101370,3,3444,1,194,1
3349,2,3,75362,17822,11986,178302,321834,0,215620,3,2183,1,818,2
3350,1,11,3554653,66475,32292,205362,591564,1,160574,3,1540,3,705,0
3351,0,1,4108860,690156,335276,43936,64201,3,201125,3,4454,2,192,1
3353,6,13,851008,82839,563663,64331,566393,1,240505,3,1151,3,319,1
3354,2,12,68929,27440,11647,161485,197887,3,194372,3,4851,2,800,2
3355,7,14,6682824,690630,306403,276293,214478,0,168254,3,4384,2,349,1
3356,7,3,6361280,881512,311544,92744,500972,1,110059,3,3829,1,722,0
3357,5,1,5631045,600184,175431,285092,201842,0,56829,2,1412,3,162,1
3358,1,4,1672424,81777,70233,189465,281672,0,130101,3,2844,1,793,0
3359,3,9,4816975,88316,96264,242829,174259,3,152779,3,873,0,237,1
3360,6,10,861670,99263,147343,287808,356010,0,59646,2,1903,3,417,1
3361,0,12,5476238,648356,202924,296628,420054,1,156794,3,2447,1,915,2
3362,2,13,63842,22106,6056,163273,56764,2,416689,0,4200,2,118,1
3363,7,13,7091326,597063,296914,249687,117602,3,37184,2,1590,3,688,0
3364,2,17,73986,18891,12148,215023,575548,1,347410,0,1806,3,523,0
3365,1,7,3913525,59429,30462,198287,91357,3,105144,3,2068,1,692,0
3366,0,12,4067905,575305,257167,251993,522180,1,407655,0,3860,1,121,1
3367,0,1,4696579,562949,151546,30500,514077,1,394275,0,560,0,242,1
3368,4,8,7193292,105187,89067,140708,294012,0,445256,0,2962,1,241,1
3369,1,8,3512124,90874,35477,192855,578298,1,26236,1,753,0,66,3
3370,3,8,3213407,193728,56472,138080,315107,0,422166,0,3497,1,261,1
3371,2,14,83197,19115,7005,39785,560298,1,264751,0,4700,2,163,1
3372,0,5,3978162,571500,279212,107633,454987,1,199659,3,2845,1,433,1
3373,6,1,913035,83309,579148,36847,324992,0,270250,0,544,0,784,0
3374,4,7,6024677,102809,134062,238691,335111,0,431673,0,3198,1,672,0
3375,2,4,65645,25694,5537,216509,257467,0,143902,3,1863,3,293,1
3376,0,2,3262740,614733,273800,53317,559622,1,26670,1,1107,3,834,2
3377,4,6,4482178,109594,97651,90241,332555,0,431311,0,3851,1,65,3
3378,0,18,4124895,590459,139371,48074,420865,1,476047,0,988,0,547,0
3379,2,6,35050,20703,8974,36169,438827,1,375019,0,3149,1,567,0
3380,0,16,3134115,517714,113693,284394,354077,0,190838,3,3122,1,567,0
3381,2,1,17087,20298,5287,143681,354836,0,161733,3,4920,2,748,0
3382,1,15,2522012,70876,66335,31206,418415,1,214578,3,1482,3,937,2
3383,4,4,7322871,244105,91177,125455,73839,3,427778,0,4877,2,283,1
3384,3,3,2605577,112204,26543,157147,319959,0,297249,0,3812,1,542,0
3385,2,13,88731,18273,6131,44665,589396,1,182753,3,1938,3,112,1
3386,8,0,2874755,197393,123013,152696,517786,1,248720,3,545,0,650,0
3387,4,19,5035340,176877,143749,41949,98273,3,190359,3,3418,1,629,0
3388,5,11,6768339,837044,596808,75413,111388,3,295024,0,4653,2,523,0
3389,7,18,8824882,279877,238680,86722,194905,3,97392,2,2237,1,796,0
3390,1,17,2410125,91640,54011,222411,500788,1,331318,0,4546,2,469,1
3391,2,2,92267,30085,11396,79044,427652,1,442924,0,1693,3,397,1
3392,1,16,3858576,54789,54538,292259,306173,0,92977,2,2889,1,218,1
3394,4,14,6244768,154834,139442,39040,453905,1,152969,3,4817,2,513,0
3395,5,7,9579231,339663,140179,91006,506146,1,105449,3,2430,1,424,1
3397,2,3,26541,24572,12351,90963,140683,3,168089,3,3561,1,633,0
3398,3,7,3909185,184010,32181,268503,442797,1,361237,0,3300,1,414,1
3399,2,12,30007,27538,9797,49852,399232,0,102627,3,2037,1,355,1
3400,0,9,3265474,513049,203081,257039,315792,0,476079,0,3790,1,965,2
3401,3,4,3781244,107788,71910,182123,453709,1,482762,0,2144,1,683,0
3402,0,17,4510657,683412,265893,267263,480889,1,99441,2,853,0,549,0
3403,5,7,8922537,126198,423539,283529,93363,3,151638,3,670,0,183,1
3404,4,13,7985314,128817,76259,299216,588354,1,336662,0,1351,3,286,1
3405,7,11,8023207,260017,184032,95558,96793,3,393433,0,1959,3,556,0
3406,8,9,2244168,198327,143245,132515,285421,0,186839,3,4294,2,627,0
3407,3,10,4268097,159242,47593,120958,216862,0,91766,2,2856,1,417,1
3408,0,4,3755380,689604,352639,218355,414908,1,252590,0,1424,3,169,1
3409,4,0,7526237,226838,90486,193844,463632,1,408227,0,4661,2,859,2
3410,7,17,6500415,717269,544153,151736,407627,1,272226,0,910,0,97,3
3411,4,17,3707440,191525,92121,38927,82243,3,89776,2,3086,1,688,0
3412,7,2,7926136,864024,316032,59544,371282,0,470411,0,4617,2,326,1
3414,3,2,3583968,159815,88482,157007,390727,0,324660,0,2341,1,654,0
3415,3,7,3415503,116665,99216,97785,487652,1,330011,0,4266,2,144,1
3416,2,0,70843,21040,10682,78813,279624,0,61942,2,2413,1,335,1
3417,6,9,949194,94756,255053,64339,483956,1,166105,3,4323,2,687,0
3418,3,17,2491538,150591,29677,53023,66433,3,67236,2,2441,1,192,1
3419,1,13,2644642,81733,80865,201002,422798,1,197498,3,2795,1,208,1
3420,0,17,3961130,683563,152880,265928,287180,0,257151,0,2309,1,414,1
3421,8,19,2663062,157169,111226,169334,386917,0,365507,0,4552,2,798,0
3422,4,18,4384583,150009,124468,171958,361580,0,209966,3,2573,1,146,1
3423,0,5,5489926,559602,325630,179931,369112,0,364388,0,964,0,648,0
3424,8,1,2458333,186783,31057,128994,151105,3,212896,3,1403,3,759,0
3425,6,2,868176,54790,207828,42485,344837,0,326640,0,2094,1,751,0
3426,2,1,29635,30108,6640,290947,218947,0,180207,3,1684,3,922,2
3427,3,15,3971295,182739,30506,168345,127256,3,253462,0,949,0,250,1
3428,4,15,4364838,115595,117127,120816,393177,0,241247,3,3740,1,147,1
3429,7,14,6510749,489357,466058,129058,153504,3,466222,0,4181,2,997,2
3430,6,9,319763,55729,113655,260535,249897,0,307152,0,4256,2,542,0
3431,5,10,9786342,437602,77204,164646,308809,0,434849,0,3920,1,181,1
3432,7,5,6313845,311511,411019,221709,599856,1,319039,0,2555,1,883,2
3433,8,6,2768040,141967,32663,46121,264735,0,441096,0,1593,3,521,0
3434,0,15,4024902,583421,240937,265432,302638,0,63717,2,3359,1,423,1
3435,7,14,8006764,646671,394280,168489,507906,1,251184,0,1541,3,176,1
3436,3,3,4568071,198820,39409,284673,236112,0,235564,3,4198,2,844,2
3437,7,3,6397324,327195,539342,58856,222614,0,254861,0,4030,2,880,2
3438,6,8,709737,65788,420001,67970,170690,3,306019,0,2408,1,990,2
3439,7,9,8711720,381617,518635,236300,274111,0,437953,0,2025,1,495,1
3440,3,3,3993000,96439,93317,293738,583303,1,332476,0,3355,1,897,2
3441,5,13,11774347,781689,275034,156107,454044,1,256798,0,4992,2,187,1
3442,2,16,56557,17174,11539,187482,437893,1,131750,3,1374,3,530,0
3443,8,15,2757080,179223,70553,261083,507971,1,476484,0,1993,3,415,1
3444,0,15,4353443,527996,356332,238475,264563,0,125950,3,4985,2,644,0
3445,7,15,7062697,305814,370634,74358,182946,3,414426,0,677,0,110,1
3446,1,19,2290808,55706,72958,66292,86409,3,209231,3,883,0,993,2
3447,2,17,51390,18148,8155,121155,366169,0,284126,0,3462,1,871,2
3448,5,4,8349029,696783,115750,123160,482952,1,58931,2,1970,3,236,1
3449,5,9,11900856,576608,617392,130070,261657,0,443206,0,3944,1,149,1
3450,5,4,8820617,526800,70692,281924,593990,1,366956,0,2904,1,845,2
3451,6,0,631125,86255,211287,232248,98627,3,172734,3,1320,3,674,0
3452,8,1,3061994,132578,60398,163558,121072,3,442417,0,582,0,937,2
3453,8,11,2611694,180630,53539,110419,324552,0,186704,3,4270,2,860,2
3454,5,3,7548371,990798,582193,185994,552711,1,119706,3,3717,1,371,1
3455,7,12,6691707,894399,397165,100949,283391,0,241156,3,1664,3,482,1
3456,0,6,5324034,566421,163327,259281,373475,0,272870,0,1694,3,894,2
3457,1,8,3783288,70898,87393,105523,293359,0,343704,0,1359,3,104,1
3458,4,17,5407000,199612,113306,90697,579387,1,324907,0,555,0,728,0
3459,8,4,2443377,166007,133117,248298,342810,0,340678,0,872,0,680,0
3460,7,11,5040666,801516,160422,133318,553108,1,39611,2,1820,3,664,0
3461,7,9,8070736,290598,440950,84233,438815,1,106041,3,3379,1,96,3
3462,6,1,368472,50202,419134,24866,534102,1,220113,3,3058,1,816,2
3463,2,4,21921,16305,7697,73530,556053,1,483909,0,4785,2,73,3
3464,0,15,5875792,553828,334158,168554,558367,1,393072,0,2452,1,295,1
3465,7,19,8267432,331348,431229,246190,499808,1,348672,0,4672,2,645,0
3466,6,2,632238,83973,549254,174510,52599,2,267698,0,850,0,50,3
3467,2,0,44055,17860,12100,245935,175491,3,322394,0,4133,2,604,0
3468,0,7,5557245,557251,293419,274181,159079,3,490306,0,958,0,723,0
3469,7,2,5237324,256372,164736,107853,224433,0,358997,0,2127,1,295,1
3470,7,7,8757641,779505,215033,95296,509086,1,424785,0,2261,1,193,1
3471,6,6,573147,61804,167576,62484,400178,1,66935,2,2349,1,405,1
3472,6,17,472134,59079,552601,59540,405747,1,371437,0,3504,1,394,1
3473,3,8,2807996,94137,43539,179851,343419,0,300037,0,3342,1,113,1
3474,4,6,6767238,149267,98178,150300,398186,0,284766,0,3125,1,862,2
3475,5,5,6602018,478791,632766,156142,132918,3,430341,0,2807,1,318,1
3476,5,4,11221173,371155,533742,58140,66411,3,465944,0,3412,1,445,1
3477,7,5,8698480,437959,333017,45820,129151,3,157368,3,3327,1,311,1
3478,4,13,4827984,247053,78498,67694,201462,0,319256,0,1739,3,691,0
3479,4,4,3615442,167488,137364,98899,257299,0,87061,2,3343,1,306,1
3480,1,8,2783794,62527,90551,273022,139806,3,316120,0,1526,3,138,1
3481,0,19,3676568,578633,267685,148060,161300,3,305096,0,2134,1,877,2
3482,1,8,3427904,68545,76106,41494,389788,0,422270,0,4781,2,748,0
3483,2,10,18958,29169,9165,275687,484065,1,206329,3,2295,1,392,1
3484,3,18,4754121,118052,57135,120924,557220,1,465948,0,3431,1,708,0
3485,0,14,3058503,592115,103425,233231,374262,0,448945,0,4468,2,533,0
3486,1,10,1996288,69179,61964,120725,207965,0,232617,3,4960,2,901,2
3487,4,11,7955777,109904,71389,174869,131773,3,412420,0,3749,1,930,2
3488,1,16,1621281,84511,74989,182852,62820,3,130786,3,3263,1,986,2
3489,8,11,2975476,196874,46983,91376,396890,0,219549,3,940,0,899,2
3490,5,3,7000873,247610,313528,34513,494358,1,284606,0,4399,2,495,1
3491,5,17,10072535,867313,538877,183180,315802,0,200333,3,1460,3,312,1
3492,0,16,5709343,657890,191145,119897,232018,0,449395,0,3700,1,810,2
3493,1,19,3074067,59052,86797,47896,217900,0,405777,0,4716,2,929,2
3494,6,14,968390,97250,351185,128934,555365,1,152086,3,3307,1,594,0
3495,7,10,8115798,851851,296261,295049,261022,0,347264,0,2282,1,630,0
3496,8,1,2048399,60237,144096,222161,168953,3,227307,3,1650,3,230,1
3497,2,17,81666,24916,6383,283651,220824,0,64018,2,943,0,663,0
3498,6,10,582456,55920,571165,177497,105503,3,124848,3,735,0,704,0
3499,2,9,22874,22782,11502,267552,437182,1,77921,2,3737,1,415,1
3500,3,7,1821747,115785,40849,107145,187774,3,286695,0,3161,1,687,0
3501,2,6,25777,26867,6602,226150,439231,1,371204,0,4434,2,704,0
3502,8,8,2863415,150416,123634,160870,197619,3,89798,2,1577,3,577,0
3503,0,19,3202958,654127,160583,135715,400644,1,105929,3,3663,1,912,2
3504,1,14,2734728,79615,54383,185536,543849,1,464033,0,4977,2,270,1
3505,5,15,5665209,145841,345741,224825,342028,0,91642,2,1235,3,73,3
3506,4,16,3591555,118498,113827,113509,62814,3,251792,0,2582,1,740,0
3507,2,13,84790,20533,8521,275312,410391,1,399334,0,1819,3,758,0
3508,3,5,2366392,104245,71801,209040,486128,1,355579,0,2119,1,601,0
3509,1,6,3344152,60597,50458,271130,558517,1,213438,3,2089,1,412,1
3510,6,2,596276,53776,457105,170271,51103,2,371476,0,2645,1,210,1
3511,0,12,3968680,557517,251273,108631,270932,0,136797,3,4731,2,295,1
3512,1,9,3111206,81513,40771,271034,418771,1,284213,0,3246,1,371,1
3513,3,5,4443487,126229,63298,135785,427056,1,420668,0,4340,2,527,0
3514,2,10,83348,15662,6170,129381,473536,1,174154,3,3717,1,556,0
3515,7,15,7319179,725452,380667,99331,255202,0,275891,0,3203,1,954,2
3516,6,1,958863,90791,355495,35422,272343,0,359202,0,2486,1,367,1
3517,2,4,19925,17547,10962,218797,122014,3,206145,3,1205,3,892,2
3518,0,5,5399660,703374,398280,199462,258460,0,70803,2,4771,2,112,1
3519,0,1,3055475,679979,189576,203640,160518,3,459419,0,1406,3,348,1
3520,1,15,3732922,74324,93475,242067,101550,3,200519,3,1371,3,150,1
3521,5,9,10867071,150035,77421,165790,499804,1,314176,0,3606,1,825,2
3522,2,4,26805,26816,11791,47304,291795,0,132703,3,1656,3,387,1
3523,7,7,5244637,228533,403747,159617,595598,1,465377,0,4179,2,281,1
3524,1,5,2266258,51498,37438,154689,102443,3,185057,3,3274,1,718,0
3525,0,14,4326982,506871,327856,92192,544445,1,40110,2,4911,2,220,1
3526,6,4,911433,76069,264773,88309,101429,3,417751,0,4273,2,428,1
3527,4,17,3613522,232903,80609,131884,513282,1,227870,3,4180,2,205,1
3528,3,10,4940858,171747,83854,37356,478887,1,105087,3,2552,1,903,2
3529,1,3,1538461,80298,60668,102915,303031,0,189618,3,1475,3,375,1
3530,1,6,2768690,83709,31243,249974,181614,3,162538,3,2762,1,200,1
3531,5,6,11992081,901261,202335,288570,342649,0,29012,1,877,0,82,3
3532,8,16,3386983,175053,120068,226921,513866,1,273241,0,1805,3,556,0
3533,8,17,2947189,196538,25594,42335,350490,0,39428,2,2339,1,143,1
3534,8,1,2524971,195490,52115,31084,104409,3,381168,0,3738,1,128,1
3535,6,10,559244,78141,153870,178370,103958,3,427364,0,2353,1,501,0
3536,3,16,1747943,98785,51904,225900,561704,1,42534,2,2738,1,224,1
3537,2,1,90379,27522,5214,121663,157684,3,133888,3,1827,3,301,1
3538,3,19,1760659,109712,90531,256976,78314,3,356810,0,3533,1,699,0
3539,7,11,7519780,279723,160546,250621,391257,0,53653,2,2295,1,914,2
3540,2,6,98659,27038,8341,94235,188486,3,362244,0,923,0,163,1
3541,3,8,3697079,122858,47807,66303,406886,1,180787,3,2594,1,811,2
3542,6,16,257273,78798,145580,181571,343472,0,332663,0,3310,1,492,1
3543,1,1,2468248,63718,36069,64255,526171,1,22145,1,1617,3,63,3
3544,2,0,74188,20013,6039,137109,371596,0,156424,3,1754,3,936,2
3545,5,14,10262602,125376,345042,47236,252066,0,90386,2,1382,3,375,1
3546,8,13,1502242,104820,54001,298415,437085,1,380788,0,3274,1,659,0
3547,0,13,3528536,585356,276071,128789,326529,0,28149,1,2897,1,930,2
3548,0,14,4223275,536271,354553,217257,575850,1,130082,3,4022,2,921,2
3549,6,13,533984,74448,568984,96142,150747,3,166760,3,1235,3,486,1
3550,1,9,3417774,75932,83118,215749,362482,0,413120,0,1586,3,665,0
3551,1,6,1542798,57795,31318,65658,85078,3,488536,0,1215,3,270,1
3552,8,14,2113222,171144,93691,134457,504290,1,408785,0,1341,3,215,1
3553,3,3,3546246,88031,54596,215428,253573,0,33808,2,3008,1,530,0
3554,2,12,89153,15335,10149,147560,550974,1,124256,3,4061,2,320,1
3555,2,18,61370,25271,5326,221041,129923,3,427512,0,4222,2,481,1
3556,4,9,4772497,183696,75693,256998,145214,3,113917,3,1690,3,566,0
3557,4,13,6390802,174907,117157,268025,79899,3,366373,0,1380,3,159,1
3558,8,10,3191444,91960,74210,152409,485787,1,245655,3,3455,1,434,1
3559,0,18,4176758,648888,339470,283681,554191,1,282618,0,2960,1,832,2
3560,5,5,10097457,779227,426009,95885,270802,0,246149,3,592,0,344,1
3561,7,19,6594342,282189,293828,292832,417481,1,496010,0,2939,1,80,3
3562,2,8,80939,25245,12453,100976,551866,1,173001,3,3940,1,400,1
3563,3,18,2031652,165331,74904,100660,383470,0,453212,0,3127,1,703,0
3564,8,16,2347532,193010,109443,219727,170793,3,149678,3,1935,3,609,0
3567,4,1,8000467,145835,138785,279671,221038,0,304779,0,1217,3,368,1
3568,8,1,1879499,153705,77023,78274,299056,0,45455,2,3768,1,454,1
3569,7,13,8905370,420359,312240,41382,144905,3,337597,0,911,0,902,2
3570,4,19,5661547,138419,87470,41983,339135,0,90507,2,3039,1,719,0
3571,8,4,3038520,178022,147759,70769,99203,3,89214,2,733,0,188,1
3572,3,4,3342124,110472,77593,222883,122141,3,152910,3,958,0,257,1
3573,0,6,3258154,630262,358298,193807,507371,1,185439,3,3735,1,435,1
3574,3,18,2021008,104317,93714,145657,178305,3,199950,3,4837,2,408,1
3575,1,11,3996520,74695,52953,147404,501222,1,393329,0,4586,2,963,2
3576,5,2,6382550,140825,404449,83383,129852,3,292538,0,1668,3,438,1
3577,7,11,8063839,391462,536201,260986,232531,0,198379,3,1247,3,857,2
3578,4,11,4584160,181389,132383,278203,491642,1,286577,0,558,0,512,0
3579,3,2,3813009,189370,39277,257308,397222,0,373644,0,4901,2,702,0
3580,8,18,1836171,102005,146472,60744,194729,3,236597,3,3719,1,871,2
3581,3,0,2467211,137081,79466,35140,548183,1,383048,0,1074,3,395,1
3582,4,19,5397120,180163,144712,273597,85390,3,396726,0,3252,1,979,2
3583,7,13,7764347,474995,156368,55635,431533,1,495359,0,1373,3,219,1
3584,6,16,731000,50748,127837,223434,314670,0,424474,0,2979,1,915,2
3585,0,19,5598612,624340,211410,127064,92876,3,131130,3,2359,1,348,1
3586,2,19,25576,27787,6930,53776,200895,0,413800,0,1868,3,524,0
3587,8,10,3291356,188171,60049,253204,311720,0,383364,0,4741,2,688,0
3588,1,14,1740169,70253,81645,288826,452373,1,423889,0,1857,3,535,0
3589,4,2,6719691,117004,82019,125102,181936,3,499121,0,2609,1,643,0
3590,1,19,3402084,86682,81960,106907,469561,1,31649,2,1211,3,746,0
3592,8,5,2603669,179146,134109,231149,438630,1,27232,1,3410,1,214,1
3593,3,2,3674159,76217,76520,168520,102813,3,414825,0,4916,2,481,1
3594,7,8,7584608,739107,222688,40201,204285,0,350769,0,3822,1,636,0
3595,7,4,7768368,433842,290028,99950,408652,1,54812,2,2685,1,377,1
3596,2,18,38344,18195,11471,136174,143006,3,269375,0,858,0,781,0
3597,2,14,33764,28911,6808,154330,401514,1,201691,3,1305,3,451,1
3598,1,7,2452439,84240,90914,193332,271853,0,460814,0,3478,1,963,2
3599,7,15,6960068,532323,223689,67681,428479,1,54310,2,1450,3,242,1
3600,3,4,3432726,152180,86361,194735,512619,1,387405,0,3926,1,613,0
3601,4,13,5069642,185609,104911,166965,544424,1,83712,2,3225,1,393,1
3602,7,15,8532797,267360,558912,246006,409265,1,261905,0,1577,3,71,3
3603,0,12,3071665,575893,229655,247133,181245,3,104977,3,3131,1,785,0
3604,1,17,1856867,65434,52839,207537,277925,0,142865,3,3037,1,995,2
3605,7,11,6813650,515177,535679,268829,199646,3,240251,3,3343,1,589,0
3606,4,13,6460147,129844,86622,99474,335331,0,181394,3,2579,1,391,1
3607,8,4,3428438,78930,67156,205496,67942,3,29301,1,2698,1,818,2
3608,5,12,6638586,982927,240482,221589,319722,0,309108,0,3442,1,720,0
3609,1,9,2219381,89528,86773,194664,359515,0,278829,0,910,0,262,1
3610,5,10,11295038,842333,123597,221285,242396,0,84299,2,1550,3,390,1
3611,6,3,971981,92194,561938,167669,405822,1,23220,1,1436,3,264,1
3612,6,19,250489,75841,496662,135778,179186,3,466991,0,4600,2,959,2
3613,8,4,2799512,71325,144940,114591,405218,1,64851,2,785,0,436,1
3614,3,5,4123436,164914,59490,134640,452354,1,190123,3,3540,1,448,1
3615,2,15,81318,15671,10073,71003,361247,0,362289,0,779,0,610,0
3616,8,13,3063869,77732,108278,183588,263137,0,188998,3,4943,2,216,1
3617,2,13,20320,18339,9876,184193,438682,1,341557,0,3301,1,604,0
3620,2,5,64255,15402,5324,52472,118368,3,158314,3,2735,1,387,1
3621,4,7,4520902,218178,142139,128386,253211,0,388409,0,1283,3,378,1
3622,3,16,2174152,173145,73905,36980,193455,3,493517,0,898,0,890,2
3623,8,6,3007908,112984,108664,196538,77779,3,379591,0,4281,2,188,1
3624,6,5,836327,63665,398336,166705,324613,0,420012,0,3373,1,624,0
3625,6,7,979972,60057,583789,246008,424353,1,435904,0,1727,3,925,2
3626,8,10,3010819,151246,123714,221573,378593,0,491154,0,796,0,755,0
3627,3,3,2585554,160379,41947,84294,350920,0,100566,3,3657,1,343,1
3628,4,8,7845165,100994,75235,166258,388357,0,321465,0,4020,2,272,1
3629,4,11,6690579,233250,75804,213969,131655,3,161566,3,2683,1,740,0
3630,0,7,5471129,514629,270365,226804,445364,1,212055,3,4233,2,288,1
3631,2,11,57284,22142,10655,136973,504082,1,93699,2,3440,1,56,3
3632,8,0,1659011,165157,144702,184574,103231,3,385999,0,3718,1,429,1
3633,1,17,2798372,57632,55114,209072,313569,0,71744,2,3656,1,811,2
3634,3,19,4906754,100014,51357,218239,173213,3,421392,0,2001,1,220,1
3635,0,16,5602004,583333,123434,23340,561839,1,107252,3,3872,1,470,1
3636,1,4,3355593,62420,81324,71858,577800,1,473768,0,4341,2,368,1
3637,1,14,1982467,65184,39190,85971,114332,3,265244,0,570,0,96,3
3638,0,14,4050257,511123,158447,59813,468271,1,273004,0,2287,1,249,1
3639,4,3,4271297,181258,82934,103537,534511,1,144622,3,4335,2,817,2
3640,8,4,2095631,104732,58056,188929,527455,1,183185,3,1505,3,455,1
3641,6,11,273749,88397,377209,83863,222335,0,373229,0,4702,2,84,3
3642,4,7,4756260,169516,104874,125872,225484,0,336191,0,4415,2,370,1
3643,6,3,992717,63061,317739,92993,227711,0,183678,3,3047,1,248,1
3644,2,19,46833,16261,9309,136613,112805,3,323635,0,4829,2,782,0
3646,8,12,1673740,112108,32298,286425,271292,0,307171,0,4395,2,404,1
3647,0,16,4059714,539225,323699,274740,440267,1,486479,0,3338,1,272,1
3648,4,4,4688716,208389,123103,246836,83313,3,87294,2,991,0,178,1
3649,5,10,7371718,827414,532582,89643,103666,3,146127,3,1401,3,704,0
3650,6,6,516863,53479,51169,46777,166827,3,82588,2,2833,1,685,0
3651,2,8,57676,16167,8077,42068,181632,3,170783,3,1793,3,519,0
3652,7,9,5187010,744496,551005,88863,493754,1,365890,0,4224,2,512,0
3653,3,9,1563997,112829,97173,286227,278679,0,432476,0,1885,3,149,1
3654,8,11,1661295,103813,43601,84333,337974,0,63498,2,3280,1,664,0
3655,0,12,5961258,580290,160019,130139,479589,1,355579,0,558,0,356,1
3656,4,17,4608706,197147,73266,57998,140409,3,172349,3,2172,1,308,1
3657,3,8,4068690,133783,35644,116272,144785,3,305650,0,4892,2,169,1
3658,1,2,1878267,79659,90396,118813,545760,1,281342,0,1611,3,771,0
3659,5,5,8374214,366658,509860,31001,371770,0,113366,3,714,0,221,1
3660,4,19,4901338,138513,113517,160145,490519,1,441568,0,1356,3,879,2
3661,7,8,7123760,530971,396046,246349,136129,3,58323,2,3061,1,393,1
3662,0,11,4088511,600799,189714,279048,175625,3,156051,3,1064,3,652,0
3664,3,6,3314660,167183,41542,161037,138215,3,26567,1,4209,2,244,1
3665,2,4,87017,22088,12122,161459,570716,1,391480,0,4203,2,818,2
3666,5,14,11207399,134441,621366,37843,61659,3,105797,3,4261,2,435,1
3667,7,10,7365854,512298,493516,30981,474844,1,214543,3,1949,3,965,2
3668,6,6,309329,96963,137107,64639,206663,0,94849,2,2064,1,653,0
3669,1,0,2526210,86371,94634,224306,87992,3,428143,0,2242,1,735,0
3670,7,13,8688059,799032,473856,271714,67398,3,405870,0,4355,2,660,0
